feature,coefficient,std_err,p_value,ci_lower,ci_upper,significant
case_category_Neglected,0.5140932797285475,0.5263815898080147,0.33740995617995495,-0.5659525295529447,1.5941390890100395,(ns)
education_level_latest_Vocational,-0.49634640120961704,0.49510635597138297,0.3250004125586568,-1.5122207312950513,0.5195279288758172,(ns)
sub_cat_sexual_abuse_True,-0.47235451006816553,0.4283052458405823,0.2798275874165531,-1.3511642838524627,0.4064552637161317,(ns)
case_category_Foundling,0.4448731076254343,0.5366481165824853,0.4143818830196125,-0.6562378745901786,1.5459840898410473,(ns)
runaway_attempts,-0.389125825647227,0.49147708901626164,0.43540889587265813,-1.3975535150416898,0.6193018637472358,(ns)
case_category_Surrendered,0.3786110791659306,0.6609918243634284,0.571524983533697,-0.9776321172069283,1.7348542755387895,(ns)
education_level_latest_Secondary,-0.35060360914353234,0.5122626761014727,0.49954221909012025,-1.4016798004223898,0.7004725821353253,(ns)
education_level_latest_Primary,-0.34443698780552473,0.505943973130138,0.5018072165840605,-1.382548271503223,0.6936742958921736,(ns)
birth_status_Non-Marital,-0.3240197768490445,0.3674700140138728,0.38569015079048424,-1.0780059654941465,0.42996641179605755,(ns)
enrollment_status_latest_NotEnrolled,0.31763477908553966,0.5623382194917534,0.5768415619952766,-0.8361879402508285,1.4714574984219078,(ns)
total_plans,-0.31487245822671583,0.2487339670253557,0.2163630463174582,-0.8252324022545414,0.19548748580110975,(ns)
family_indigenous_True,-0.29054933693830776,0.6931381767769877,0.6784012055616785,-1.7127514001868374,1.1316527263102216,(ns)
health_score_latest,-0.28130734737885565,1.8206270351826135,0.8783558546667609,-4.016925457295566,3.4543107625378555,(ns)
referral_source_Self-Referral,0.27347954141355674,0.6741769539641207,0.6881968838888894,-1.10981730623775,1.6567763890648635,(ns)
family_solo_parent_True,0.27145163457163535,0.39146719320178136,0.4939678751047734,-0.531772698640663,1.0746759677839337,(ns)
is_pwd_True,-0.2689202939927041,0.7261136964711132,0.7140071429160493,-1.758782534846437,1.2209419468610285,(ns)
sub_cat_physical_abuse_True,-0.2620728716873947,0.45254599463789186,0.5673170338306089,-1.1906205535963443,0.6664748102215551,(ns)
referral_source_NGO,0.17251807310444062,0.6299127398775328,0.7862641715479523,-1.1199561092959887,1.46499225550487,(ns)
case_status_Transferred,-0.1721070353188452,0.959060501295079,0.8589213560022768,-2.139936639026968,1.7957225683892775,(ns)
sub_cat_trafficked_True,0.12915261221147734,0.4460957320497668,0.7743968616216519,-0.7861602240798463,1.0444654485028009,(ns)
family_is_4ps_True,-0.12647890147746102,0.41177060532060344,0.761079259117582,-0.9713623952638342,0.7184045923089122,(ns)
sub_cat_osaec_True,0.11198934813519874,0.42327949481490457,0.7933458276730675,-0.7565084363263808,0.9804871325967783,(ns)
sub_cat_orphaned_True,-0.0894797514700767,0.6273101511121106,0.8876333531477821,-1.376613862819764,1.1976543598796106,(ns)
sleep_score_latest,-0.06838771663970711,1.8205035153874833,0.9703106696363782,-3.803752384871381,3.6669769515919666,(ns)
avg_session_duration,0.047565942857041306,0.05427711871347976,0.38856847186275945,-0.0638015056658996,0.1589333913799822,(ns)
self_harm_incidents,0.040131189492604136,0.5094373160129788,0.9377921153410015,-1.0051478417366362,1.0854102207218446,(ns)
bmi_latest,0.026737915627897277,0.07568127632465202,0.7266099302668144,-0.1285472366612006,0.18202306791699518,(ns)
case_status_Closed,-0.02356170675910796,0.35123175615620567,0.9470098642031806,-0.7442297423973728,0.6971063288791569,(ns)
plan_achievement_rate,0.01988521122986281,0.7778006920012895,0.9797915707851066,-1.5760299843578658,1.6158004068175915,(ns)
has_special_needs_True,0.019420214839571903,0.7000244758223876,0.9780718106933477,-1.4169113669359181,1.455751796615062,(ns)
progress_avg,-0.0008612762385559677,0.040086807494643675,0.9830165436171735,-0.08311261116433644,0.08139005868722451,(ns)
